sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,Phone_Number,Street,City,State,Zip_Code,total_enroll,Grades,SSAS,Grade,SingleScore,pct_asian,pct_native,pct_black,pct_hispanic,pct_multi,pct_white,pct_ed,pct_swd,pct_lep,Content_MasteryE,ProgressE,Closing_GapE,ReadinessE,CCRPIScoreE,Third_Grade_Reading,Fifth_Grade_Reading,Content_MasteryM,ProgressM,Closing_GapM,ReadinessM,CCRPIScoreM,Eighth_Grade_Reading,Content_MasteryH,ProgressH,Closing_GapH,ReadinessH,Graduation_RateH,CCRPIScoreH,English_BegH,English_DevH,English_ProfH,English_DistH,Math_BegH,Math_DevH,Math_ProfH,Math_DistH,Science_BegH,Science_DevH,Science_ProfH,Science_DistH,Soc_BegH,Soc_DevH,Soc_ProfH,Soc_DistH,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,English_BegE,English_DevE,English_ProfE,English_DistE,Math_BegE,Math_DevE,Math_ProfE,Math_DistE,Science_BegE,Science_DevE,Science_ProfE,Science_DistE,Soc_BegE,Soc_DevE,Soc_ProfE,Soc_DistE,English_BegM,English_DevM,English_ProfM,English_DistM,Math_BegM,Math_DevM,Math_ProfM,Math_DistM,Science_BegM,Science_DevM,Science_ProfM,Science_DistM,Soc_BegM,Soc_DevM,Soc_ProfM,Soc_DistM,CollegeEnrollment,FinancialEfficiency,SchoolClimate,Mobility,PPE
634195,634,Coffee County,Coffee County High School,195,H,(912)384-2094,159 Trojan Way,Douglas,GA,31533,1381,9-12,,C,73.40000000000000,1,0,33,19,2,45,32.900002,9,4,,,,,,,,,,,,,,59.2,82.3,63.8,76.3,87.60000000000000,73.40000000000000,23.3,33.9,36.1,6.600000000000000,75,23.1,1.9,0,23.4,25.5,38.90000000000000,12.2,31.2,32,30.8,6.100000000000000,61.8,56.8,87.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12.4,
634282,634,Coffee County,Eastside Elementary School,282,E,(912)384-3187,603 North MacDonald Avenue,Douglas,GA,31533,646,K-5,,D,67.40000000000000,2,0,54,9,4,31,59.299999,9,7,63.9,73.8,90.90000000000000,44,67.40000000000000,37.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,43.90000000000000,24.2,7.100000000000000,9.700000000000000,47.7,31.6,11,22.4,34.7,32.7,10.2,21.4,51,14.3,13.3,,,,,,,,,,,,,,,,,,,5,24.5,
634291,634,Coffee County,Nicholls Elementary School,291,E,(912)345-2429,704 Atlanta Avenue,Nicholls,GA,31554,317,K-5,,D,68.40000000000000,1,0,21,8,3,66,54.900002,9,8,58.8,85.8,82.10000000000000,42.2,68.40000000000000,30.4,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,42.1,17.1,5.300000000000000,13.2,53.3,23,10.5,16.7,27.8,33.3,22.2,27.8,44.40000000000000,16.7,11.1,,,,,,,,,,,,,,,,,,,5,19.4,
634308,634,Coffee County,George Washington Carver Freshman Campus School,308,H,(912)384-1342,1020 Gaskin Ave S,Douglas,GA,31533,471,9,,D,66.90000000000000,1,0,31,19,1,48,36.700001,6,3,,,,,,,,,,,,,,62.8,76.40000000000000,41.2,73.10000000000000,,66.90000000000000,,,,,25.4,41.1,24.9,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,
635111,635,Colquitt County,Willie J. Williams Middle School,111,M,(229)890-6183,950 4th St SW,Moultrie,GA,31768,1398,6-7,,D,66.7,1,0,26,29,2,41,50.099998,15,26,,,,,,,,48.8,76.5,68.8,74.60000000000000,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,31.3,22.9,2.7,27.1,43.40000000000000,22,7.5,,,,,,,,,,,4,9.200000000000000,
635112,635,Colquitt County,Colquitt County Achievement Center,112,MH,(229)890-6197,1800 Park Ave SE,Moultrie,GA,31768,66,8-12,,F,23,0,0,50,9,6,35,54.5,18,5,,,,,,,,,,,49.5,,23.5,5.5,27.2,18.2,34.6,41.5,23,,,,,,,,,94.10000000000000,5.9,0,0,73.3,26.7,0,0,25.5,36.8,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,239.4,
635178,635,Colquitt County,Doerun Elementary School,178,E,(229)782-5276,111 Mathis Ave,Doerun,GA,31744,319,K-5,,D,63.5,1,0,27,15,2,55,55.200001,9,10,47.8,71.10000000000000,61.1,75.60000000000000,63.5,42.5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,42.2,23.1,2,25.2,49,23.1,2.7,36.2,43.1,13.8,6.9,36.2,51.7,8.6,3.4,,,,,,,,,,,,,,,,,,,4,22.9,
635187,635,Colquitt County,Odom Elementary School,187,E,(229)324-3313,2902 Sardis Church Rd,Moultrie,GA,31788,566,K-5,,D,64.5,0,0,10,55,4,31,65,6,47,47.5,80.7,47.9,74.2,64.5,30.3,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,40.2,18.8,4.4,24.4,45.8,26.2,3.7,41.8,37.4,14.3,6.600000000000000,39.6,49.5,8.800000000000000,2.2,,,,,,,,,,,,,,,,,,,5,18.8,
635278,635,Colquitt County,Norman Park Elementary School,278,E,(229)769-3612,249 Weeks Ave,Norman Park,GA,31771,582,K-5,,C,70.7,0,0,9,36,2,52,43.099998,11,31,54.7,86.3,58.3,76.8,70.7,43.5,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,47.2,23.6,2.2,15.4,47.90000000000000,32.2,4.5,45.1,31.9,18.7,4.4,19.8,53.8,20.9,5.5,,,,,,,,,,,,,,,,,,,5,15.1,
636102,636,Columbia County,Lewiston Elementary School,102,E,(706)650-6064,5426 Hereford Farm Rd,Evans,GA,30809,686,K-5,,B,82.10000000000000,4,0,15,10,8,64,9.5,9,2,84.3,89.90000000000000,52.5,87.40000000000000,82.10000000000000,65.10000000000000,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,26.5,46.1,14,5.4,25.3,44.6,24.7,12,28,44,16,10,52,30,8,,,,,,,,,,,,,,,,,,,5,13.4,
636103,636,Columbia County,Grovetown Middle School,103,M,(706)855-2514,5463 Harlem Grovetown Rd,Grovetown,GA,30813,894,6-8,,C,76.80000000000000,2,0,36,17,7,37,20,11,4,,,,,,,,62,82.5,82.8,84.60000000000000,76.8,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,39.40000000000000,35.6,4.600000000000000,18.3,48.40000000000000,26.6,6.800000000000000,24.7,42.5,26.2,6.5,12.8,44.2,34.3,8.800000000000000,,,5,18,
636107,636,Columbia County,Evans Middle School,107,M,(706)868-3689,4785 Hereford Farm Rd,Evans,GA,30809,1027,6-8,,D,69.2,2,0,18,10,5,64,14,9,2,,,,,,,,71.10000000000000,70.60000000000000,40,86,69.2,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,38,38.3,6.100000000000000,12.8,36.6,37.6,13,16.3,30.6,43.40000000000000,9.700000000000000,12.8,44.2,34,9,,,4,13.2,
636108,636,Columbia County,Stallings Island Middle School,108,M,(706)447-2106,3830 Blackstone Camp Rd,Martinez,GA,30907,693,6-8,,C,75.2,12,0,14,5,5,64,8.1000004,5,2,,,,,,,,86.10000000000000,72.7,36.5,92.10000000000000,75.2,81.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.800000000000000,30.4,46.7,13.1,7.4,31.2,41.6,19.8,12.4,25.7,44.8,17.1,4.3,17.8,43.8,34.1,,,5,6.100000000000000,
636112,636,Columbia County,Grovetown High School,112,H,(706)447-2102,2010 Warrior Way,Grovetown,GA,30813,1930,9-12,,B,82.5,3,0,37,14,7,39,12.8,8,2,,,,,,,,,,,,,,75.2,90.60000000000000,78.8,79.7,86.3,82.5,14,34.2,41.7,10.1,10.7,35.2,45.2,9,20.2,25.3,38.7,15.8,14.5,34,40,11.5,58.6,60,83.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,
636173,636,Columbia County,Westmont Elementary School,173,E,(706)863-0992,4558 Oakley Pirkle Rd,Martinez,GA,30907,594,K-5,,C,74.40000000000000,4,0,14,11,10,61,25.4,9,7,76.90000000000000,80.60000000000000,85,52,74.40000000000000,61.6,67.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,32.8,38.3,13.2,10.5,27.9,43.6,18.1,24.5,30.6,30.6,14.3,17.3,37.8,32.7,12.2,,,,,,,,,,,,,,,,,,,5,14.1,
636183,636,Columbia County,Harlem High School,183,H,(706)556-5980,1070 Appling Harlem Rd,Harlem,GA,30814,955,9-12,,C,70.2,1,0,17,7,5,70,22,8,0,,,,,,,,,,,,,,66.90000000000000,64.60000000000000,64.8,71.5,90.3,70.2,15.3,38.7,41.40000000000000,4.5,13.5,50,28.8,7.7,18.7,26.3,39.8,15.1,21.2,35.5,35.9,7.4,48.90000000000000,40.7,90.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10.6,
636186,636,Columbia County,Evans Elementary School,186,E,(706)863-1202,618 Gibbs Rd,Evans,GA,30809,693,K-5,,B,85.90000000000000,4,0,18,12,8,58,13.4,8,2,83.2,92.90000000000000,75,86.10000000000000,85.90000000000000,59.1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,38.90000000000000,38.3,10.3,4.100000000000000,21.2,53,21.7,12.4,32.6,41.1,14,9.300000000000000,43.40000000000000,27.1,20.2,,,,,,,,,,,,,,,,,,,5,13.5,
636188,636,Columbia County,Blue Ridge Elementary School,188,E,(706)868-0894,550 Blue Ridge Dr,Evans,GA,30809,577,K-5,,C,77.10000000000000,11,1,16,9,7,56,17,9,5,80.40000000000000,79.40000000000000,52.1,86.8,77.10000000000000,56.90000000000000,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,33.6,41.90000000000000,11.8,8,33.2,44.3,14.5,13.6,28.2,35.9,22.3,4.9,41.7,35.9,17.5,,,,,,,,,,,,,,,,,,,5,16.5,
636189,636,Columbia County,Lakeside High School,189,H,(706)863-0027,533 Blue Ridge Dr,Evans,GA,30809,1818,9-12,,B,84.30000000000000,10,0,17,6,4,62,10.6,7,2,,,,,,,,,,,,,,87.40000000000000,83.7,73.40000000000000,81.40000000000000,89.40000000000000,84.3,8.4,30.4,42.2,19,7.2,19.6,54.7,18.6,11.1,16,47.40000000000000,25.4,13,30.5,41.1,15.4,63.1,66.2,90.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7.600000000000000,
636190,636,Columbia County,Brookwood Elementary School,190,E,(706)855-7538,455 S Old Belair Rd,Grovetown,GA,30813,570,K-5,,B,81.7,4,0,25,15,9,47,23.700001,11,7,64.90000000000000,94.7,85.40000000000000,81.3,81.7,46.1,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,34.8,33,5.7,11.3,38.7,40.8,9.200000000000000,23.1,38.90000000000000,32.4,5.600000000000000,17.6,53.7,18.5,10.2,,,,,,,,,,,,,,,,,,,5,13.7,
636193,636,Columbia County,Riverside Middle School,193,M,(706)868-3712,1095 Furys Ferry Rd,Evans,GA,30809,707,6-8,,B,87.80000000000000,5,0,14,6,4,71,5.5,8,2,,,,,,,,88.3,87.60000000000000,84.60000000000000,89.90000000000000,87.8,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,30.6,47.5,10.6,4.3,22.8,44.90000000000000,28.1,11.4,24.7,47.90000000000000,16,6.9,23.5,50.2,19.4,,,4,7.4,
636194,636,Columbia County,Riverside Elementary School,194,E,(706)868-3736,4431 Hardy McManus Rd,Evans,GA,30809,691,K-5,,A,92.80000000000000,3,0,16,6,6,68,7.4000001,7,2,88.3,99.8,90,89.5,92.8,69.8,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,26.7,46,17,5.7,20.5,44.90000000000000,29,14.3,17.5,47.6,20.6,12.7,47.6,29.4,10.3,,,,,,,,,,,,,,,,,,,5,14.2,
636208,636,Columbia County,Cedar Ridge Elementary School,208,E,(706)447-2100,1000 Trudeau Trl,Grovetown,GA,30813,1158,K-5,,B,87.80000000000000,2,0,30,19,11,39,17.700001,10,5,76.3,94.7,100,83.7,87.8,54.40000000000000,62.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,30.9,38.2,12.3,7.7,36.3,40.2,15.9,14.4,30.4,39.8,15.5,9.9,54.7,22.7,12.7,,,,,,,,,,,,,,,,,,,5,20.7,
636212,636,Columbia County,Baker Place Elementary School,212,E,(706)447-2115,2011 Hero Way,Grovetown,GA,30813,860,K-5,,A,92.30000000000000,3,0,25,15,10,47,8.1000004,9,1,86.10000000000000,96.5,100,88.60000000000000,92.3,67.60000000000000,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,26.4,44.40000000000000,16.5,6,28.5,44.5,21,10.2,29.1,38.6,22,4.7,40.90000000000000,34.6,19.7,,,,,,,,,,,,,,,,,,,5,18.3,
636283,636,Columbia County,Harlem Middle School,283,M,(706)556-5990,375 W Forrest St,Harlem,GA,30814,792,6-8,,D,68.2,1,0,17,7,5,70,23.700001,8,2,,,,,,,,60.3,85.3,25,82.5,68.2,67.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,39.3,31,3,17.6,37.9,34.1,10.4,34.6,33.3,28,4.100000000000000,22.8,40.2,30.9,6.100000000000000,,,5,9.300000000000000,
636290,636,Columbia County,Lakeside Middle School,290,M,(706)855-6900,527 Blue Ridge Dr,Evans,GA,30809,635,6-8,,D,63.3,6,0,24,9,5,56,23.9,7,5,,,,,,,,61.6,66.8,30,84.60000000000000,63.3,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,39.40000000000000,32.3,5.100000000000000,19.9,42.6,30.7,6.800000000000000,29.9,37.7,29.3,3,9.4,42.90000000000000,36.5,11.2,,,5,13.3,
636297,636,Columbia County,Greenbrier Elementary School,297,E,(706)650-6060,5116 Riverwood Pkwy,Evans,GA,30809,639,K-5,,B,86.2,2,0,9,5,5,79,5.3000002,7,2,88.2,93.8,61.1,88.5,86.2,66.7,83.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,25.7,44.3,17.4,7.4,28,38.6,26,9.600000000000000,18.3,46.1,26.1,6.100000000000000,39.1,29.6,25.2,,,,,,,,,,,,,,,,,,,5,6.7,
636397,636,Columbia County,Euchee Creek Elementary School,397,E,(706)556-4000,795 Louisville Rd,Grovetown,GA,30813,559,K-5,,B,86,1,0,19,12,7,60,20.9,10,2,73.10000000000000,92.10000000000000,100,84.40000000000000,86,58.1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,37.2,36.8,10.4,11.2,40.8,36.8,11.2,16.7,34.5,33.3,15.5,9.5,44,31,15.5,,,,,,,,,,,,,,,,,,,5,19.9,
636398,636,Columbia County,Parkway Elementary School,398,E,(706)868-2346,2660 William Few Parkway,Evans,GA,30809,541,K-5,,B,81.7,4,0,15,11,5,65,4.0999999,10,2,85.2,84.40000000000000,58.3,89.3,81.7,70.5,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,29.7,40.2,18.7,5.7,29.3,39.8,25.2,16.5,31.8,42.40000000000000,9.4,9.4,34.1,37.6,18.8,,,,,,,,,,,,,,,,,,,5,13.9,
637101,637,Cook County,Cook County Middle School,101,M,(229)549-5999,1601 N Elm St,Sparks,GA,31647,719,6-8,,C,71.2,2,0,32,8,3,55,46.900002,13,3,,,,,,,,55.9,92.10000000000000,42.3,79.10000000000000,71.2,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,34.1,29.9,3.9,23.2,40.2,29.5,7.100000000000000,33.3,37.8,24.3,4.5,26.1,42.8,20.7,10.4,,,3,15,
637104,637,Cook County,Cook Elementary School,104,E,(229)549-6250,1512 N Elm St,Sparks,GA,31647,736,3-5,,D,62,1,0,35,12,2,50,55.599998,15,9,48,74.2,44.6,74.8,62,27.3,40.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,34.8,20.7,3.8,29.4,42.2,23.9,4.5,38.8,27.2,29,4.9,34.4,41.5,19.2,4.9,,,,,,,,,,,,,,,,,,,3,13.8,
637111,637,Cook County,Cook High School,111,H,(229)896-2213,9900 Ga Highway 37,Adel,GA,31620,909,9-12,,D,67.3,2,0,36,9,3,50,35.599998,11,1,,,,,,,,,,,,,,54.7,76.90000000000000,44.2,67.10000000000000,88.7,67.3,31.8,34.5,29.5,4.100000000000000,43.1,35.9,15.9,5.2,35,26.3,28.4,10.3,28.1,28.6,36.9,6.4,61.40000000000000,34.6,89.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,
637196,637,Cook County,Cook Primary School,196,E,(229)549-7713,1531 Patterson St,Adel,GA,31620,677,K-2,,F,50.5,1,0,28,12,4,55,48.700001,13,8,46.1,84.5,28.6,70.90000000000000,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,35.8,14.2,3.7,25.2,43.1,28.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17.8,
638101,638,Coweta County,Arbor Springs Elementary School,101,E,(770)463-5903,4840 Highway 29 N,Newnan,GA,30265,428,K-5,,B,80.7,2,0,8,8,6,76,13.8,15,2,82,81.40000000000000,67.90000000000000,86.90000000000000,80.7,69.90000000000000,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,31.3,40.1,15.7,7.4,30,49.3,13.4,6.800000000000000,28.8,41.1,23.3,8.200000000000000,49.3,27.4,15.1,,,,,,,,,,,,,,,,,,,5,8.9,
638103,638,Coweta County,Willis Road Elementary School,103,E,(770)304-7995,430 Willis Rd,Sharpsburg,GA,30277,713,K-5,,C,78.60000000000000,1,1,9,11,4,74,14.7,11,7,78.2,82.3,60,86.90000000000000,78.60000000000000,67,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,29.2,43.3,16,8.9,28.9,46.40000000000000,15.8,22.8,31.7,36.6,8.9,13.8,55.3,27.6,3.3,,,,,,,,,,,,,,,,,,,5,8.6,
638106,638,Coweta County,Lee Middle School,106,M,(770)251-1547,370 Willis Rd,Sharpsburg,GA,30277,967,6-8,,B,83.60000000000000,4,0,18,10,6,63,15,10,3,,,,,,,,77,94.2,68.8,86.2,83.60000000000000,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,30,42.40000000000000,12.9,10.5,33.2,37.2,19.1,24.2,30.7,36.3,8.700000000000000,13.9,37.5,36.8,11.8,,,5,13.4,
638115,638,Coweta County,Brooks Elementary School,115,E,(770)683-0013,35 Genesee Point,Newnan,GA,30263,658,K-5,,A,90.7,1,0,11,10,3,75,15,7,6,95.2,92.3,81.8,87.7,90.7,56,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000000000000,23.3,47.5,20.6,3.9,19.5,46.8,29.7,10.5,21.9,34.3,33.3,6.7,27.6,31.4,34.3,,,,,,,,,,,,,,,,,,,5,9.300000000000000,
638189,638,Coweta County,White Oak Elementary School,189,E,(770)254-2860,770 Lora Smith Rd,Newnan,GA,30265,627,K-5,,C,73.3,2,0,23,14,4,57,24.4,7,8,70.2,82.2,45.5,83.40000000000000,73.3,54.6,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,42.1,36.3,9.9,10.6,45.90000000000000,38.40000000000000,5.100000000000000,25.9,32.1,31.3,10.7,11.6,46.40000000000000,24.1,17.9,,,,,,,,,,,,,,,,,,,5,17.9,
638191,638,Coweta County,Canongate Elementary School,191,E,(770)463-8010,200 Pete Rd,Sharpsburg,GA,30277,562,K-5,,C,78.30000000000000,2,0,7,13,6,72,10.9,8,7,88,82.60000000000000,34.4,89,78.3,72.2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,31.8,45,17.5,2.9,32.1,42.90000000000000,22.1,7.100000000000000,30.6,48,14.3,6.100000000000000,42.90000000000000,32.7,18.4,,,,,,,,,,,,,,,,,,,5,14.5,
638192,638,Coweta County,Newnan Crossing Elementary School,192,E,(770)254-2872,1267 Lower Fayetteville Rd,Newnan,GA,30265,929,K-5,,B,84.30000000000000,10,0,32,11,8,40,19.6,8,8,73.8,97.5,73.10000000000000,85.5,84.3,55.7,66.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,34.9,37.4,12.6,8.4,41.6,37.9,12.1,14,37.3,38,10.7,14,54,18,14,,,,,,,,,,,,,,,,,,,5,15.8,
638195,638,Coweta County,Jefferson Parkway Elementary School,195,E,(770)254-2771,154 Millard Farmer Ind Blvd,Newnan,GA,30263,446,K-5,,C,72.3,2,0,42,31,5,19,33.400002,11,20,54.2,87.10000000000000,65.90000000000000,78.3,72.3,39,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,37.9,28.6,9.300000000000000,18.5,47.6,28.6,5.300000000000000,55.1,25.6,15.4,3.8,43.6,46.2,9,1.3,,,,,,,,,,,,,,,,,,,4,24.2,
638196,638,Coweta County,Northgate High School,196,H,(770)463-5585,3220 Fischer Rd,Newnan,GA,30265,1807,9-12,,B,83.5,2,1,14,7,4,72,7.6999998,8,1,,,,,,,,,,,,,,81.2,82.7,82.8,83.40000000000000,90,83.5,9.5,27.3,46.8,16.4,14.7,35.4,33.7,16.2,18.3,23.7,38,20,7.600000000000000,25.1,43.1,24.1,72.2,61.8,89.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7.300000000000000,
638199,638,Coweta County,Poplar Road Elementary School,199,E,(770)254-2740,2925 Poplar Rd,Sharpsburg,GA,30277,547,K-5,,F,59.2,1,0,27,5,3,64,28.700001,11,1,56.1,60,36.1,79.7,59.2,48.8,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,36.3,32.1,6.100000000000000,17.6,46.2,31.7,4.600000000000000,39.7,35.9,20.5,3.8,32.1,57.7,5.100000000000000,5.100000000000000,,,,,,,,,,,,,,,,,,,4,14.7,
638201,638,Coweta County,Welch Elementary School,201,E,(770)254-2597,240 Mary Freeman Rd,Newnan,GA,30265,738,K-5,,D,67.7,3,0,38,14,5,40,35.5,10,8,60.5,73.10000000000000,52.1,80.90000000000000,67.7,45.6,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,33.6,32.5,8.9,22.8,44.6,24.5,8.1,26.6,31.5,35.5,6.5,24.2,41.90000000000000,26.6,7.300000000000000,,,,,,,,,,,,,,,,,,,5,23,
638203,638,Coweta County,Glanton Elementary School,203,E,(770)583-2873,5725 Highway 29,Grantville,GA,30220,286,K-5,,F,53.3,0,1,22,1,4,72,35,9,0,44.5,64,18.8,73.40000000000000,53.3,42.2,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,42,14.5,6.9,26,43.5,27.5,3.1,51.40000000000000,40.5,5.4,2.7,48.6,48.6,2.7,0,,,,,,,,,,,,,,,,,,,4,19.9,
638289,638,Coweta County,East Coweta Middle School,289,M,(770)599-6607,6291 East Highway 16,Senoia,GA,30276,763,6-8,,C,71.10000000000000,1,1,16,9,2,71,18.299999,11,4,,,,,,,,67.3,87.90000000000000,25,82.2,71.10000000000000,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,35.1,38.5,3.5,13.1,35,41.40000000000000,10.5,24.5,31.2,34.2,10.1,17.3,43,30,9.700000000000000,,,4,11.1,
638295,638,Coweta County,Thomas Crossroads Elementary School,295,E,(770)254-2751,3530 Highway 34 E,Sharpsburg,GA,30277,386,K-5,,B,85.40000000000000,3,0,6,9,5,76,12.7,11,1,79,92.60000000000000,79.2,86.90000000000000,85.40000000000000,69,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,25.3,45.8,15.8,6.800000000000000,35.3,44.7,13.2,10.3,41.40000000000000,39.7,8.6,13.8,44.8,36.2,5.2,,,,,,,,,,,,,,,,,,,5,13.8,
638301,638,Coweta County,Smokey Road Middle School,301,M,(770)254-2840,965 Smokey Rd,Newnan,GA,30263,690,6-8,,C,71.2,1,0,33,8,4,54,33,12,3,,,,,,,,60.8,90.10000000000000,34.6,81.2,71.2,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,35,29.4,6.100000000000000,17.9,38.3,32.4,11.3,38.2,30.4,24.6,6.800000000000000,21.4,43.2,24.3,11.2,,,3,17.4,
638389,638,Coweta County,East Coweta High School,389,H,(770)254-2850,400 McCollum-Sharpsburg Road,Sharpsburg,GA,30277,3120,9-12,,C,77.90000000000000,3,0,24,10,4,58,13.7,10,3,,,,,,,,,,,,,,68.8,85.60000000000000,77.8,76.10000000000000,82.40000000000000,77.90000000000000,16.9,33,39.8,10.4,24.8,34.7,29.9,10.7,31.6,23.6,34.3,10.5,15.2,28.3,41.8,14.7,66.3,48.40000000000000,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.3,
638395,638,Coweta County,Arnall Middle School,395,M,(770)254-2765,700 Lora Smith Rd,Newnan,GA,30265,947,6-8,,B,86.30000000000000,4,1,33,15,5,44,20.4,11,7,,,,,,,,71.40000000000000,94.7,100,83.60000000000000,86.3,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,35.6,36.1,7.2,12.6,37.6,33.8,16.1,18.9,29.6,39.7,11.8,17.2,32.3,34,16.5,,,5,14.3,
639192,639,Crawford County,Crawford County Elementary School,192,E,(478)836-3171,191 Lowe Rd,Roberta,GA,31078,768,K-5,,F,59.6,0,0,22,4,4,70,47.799999,12,1,56.4,59.6,41.7,77.60000000000000,59.6,43.8,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,42.40000000000000,30.9,3.1,11.8,50.3,31.9,6,40.6,38.3,20.3,0.8,29.9,56,14.2,0,,,,,,,,,,,,,,,,,,,4,15,
639193,639,Crawford County,Crawford County High School,193,H,(478)836-3126,400 E Agency St,Roberta,GA,31078,470,9-12,,D,62.2,1,2,23,0,4,70,31.700001,19,2,,,,,,,,,,,,,,50.7,69.2,35,69.90000000000000,81.60000000000000,62.2,25.2,39.3,30.8,4.7,32.8,47.40000000000000,13.8,6,41.7,27.6,29.9,0.8,25.7,29.2,37.2,8,60.40000000000000,41.7,82.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.4,
639202,639,Crawford County,Crawford County Middle School,202,M,(478)836-3181,401 Lowe Rd,Roberta,GA,31078,383,6-8,,C,76,0,0,20,4,2,74,34.200001,19,2,,,,,,,,49.9,91,90,78.2,76,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,39.90000000000000,27,2.2,21.8,50.1,22.6,5.4,40.7,41.5,15.4,2.4,36.6,46.3,14.6,2.4,,,4,11.7,
640115,640,Crisp County,Crisp County Primary School,115,E,(229)276-3450,330 Old Hatley Rd,Cordele,GA,31015,1186,K-3,,D,63.40000000000000,2,0,58,5,3,31,56.799999,15,4,49.4,81.8,75,70.10000000000000,63.4,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,35.2,16.4,3.3,22,43.1,28,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12.1,
